bytes,startTime,endTime,time (s)
502000,6111.38,6111.38,0.00010602
503000,6111.38,6111.38,0.000108934
504000,6111.38,6111.38,0.000105895
505000,6111.38,6111.38,0.000108075
506000,6111.38,6111.38,0.000095962
507000,6111.38,6111.38,0.000107148
508000,6111.38,6111.38,0.000106258
509000,6111.38,6111.38,0.000107877
510000,6111.38,6111.39,0.000105855
511000,6111.39,6111.39,0.000106525
512000,6111.39,6111.39,0.000104042
513000,6111.39,6111.39,0.000104333
514000,6111.39,6111.39,0.000105716
515000,6111.39,6111.39,0.000106381
516000,6111.39,6111.39,0.000107884
517000,6111.39,6111.39,0.000107456
518000,6111.39,6111.39,0.000106831
519000,6111.39,6111.39,0.000106044
520000,6111.39,6111.39,0.000106332
521000,6111.39,6111.39,0.00010558
522000,6111.39,6111.39,0.000077637
523000,6111.39,6111.39,0.000105313
524000,6111.39,6111.39,0.000106707
525000,6111.39,6111.39,0.000107577
526000,6111.39,6111.39,0.000105632
527000,6111.39,6111.39,0.000107429
528000,6111.39,6111.39,0.000104088
529000,6111.39,6111.39,0.000108208
530000,6111.39,6111.39,0.000105398
531000,6111.39,6111.39,0.000092777
532000,6111.39,6111.39,0.000105893
533000,6111.39,6111.39,0.000106581
534000,6111.39,6111.39,0.000106352
535000,6111.39,6111.39,0.000106966
536000,6111.39,6111.39,0.000106514
537000,6111.39,6111.39,0.000106296
538000,6111.39,6111.39,0.000166077
539000,6111.39,6111.39,0.000105104
540000,6111.39,6111.39,0.000106073
541000,6111.39,6111.39,0.000106893
542000,6111.39,6111.39,0.000105144
543000,6111.39,6111.39,0.000107712
544000,6111.39,6111.39,0.000105932
545000,6111.39,6111.39,0.000107097
546000,6111.39,6111.39,0.000098698
547000,6111.39,6111.39,0.000103994
548000,6111.39,6111.39,0.000093683
549000,6111.39,6111.39,0.000106475
550000,6111.4,6111.4,0.000105271
551000,6111.4,6111.4,0.000104886
552000,6111.4,6111.4,0.000104443
553000,6111.4,6111.4,0.000105334
554000,6111.4,6111.4,0.000103383
555000,6111.4,6111.4,0.000103556
556000,6111.4,6111.4,0.000107032
557000,6111.4,6111.4,0.000106963
558000,6111.4,6111.4,0.000104996
559000,6111.4,6111.4,0.00010353
560000,6111.4,6111.4,0.000103427
561000,6111.4,6111.4,0.000105422
562000,6111.4,6111.4,0.000103912
563000,6111.4,6111.4,0.000105753
564000,6111.4,6111.4,0.000103769
565000,6111.4,6111.4,0.000103986
566000,6111.4,6111.4,0.000104505
567000,6111.4,6111.4,0.000106257
568000,6111.4,6111.4,0.000106077
569000,6111.4,6111.4,0.000105018
570000,6111.4,6111.4,0.000102402
571000,6111.4,6111.4,0.000094382
572000,6111.4,6111.4,0.000104009
573000,6111.4,6111.4,0.000106097
574000,6111.4,6111.4,0.000107061
575000,6111.4,6111.4,0.000103428
576000,6111.4,6111.4,0.000103941
577000,6111.4,6111.4,0.000103205
578000,6111.4,6111.4,0.000105063
579000,6111.4,6111.4,0.000103704
580000,6111.4,6111.4,0.00010375
581000,6111.4,6111.4,0.000105712
582000,6111.4,6111.4,0.000108219
583000,6111.4,6111.4,0.000102414
584000,6111.4,6111.4,0.000103424
585000,6111.4,6111.4,0.000148917
586000,6111.4,6111.4,0.000099187
587000,6111.4,6111.4,0.00010555
588000,6111.4,6111.4,0.000103563
589000,6111.41,6111.41,0.000104781
590000,6111.41,6111.41,0.0001032
591000,6111.41,6111.41,0.000104496
592000,6111.41,6111.41,0.000105151
593000,6111.41,6111.41,0.000101767
594000,6111.41,6111.41,0.000102797
595000,6111.41,6111.41,0.000102553
596000,6111.41,6111.41,0.000102868
597000,6111.41,6111.41,0.000102179
598000,6111.41,6111.41,0.000104484
599000,6111.41,6111.41,0.000104408
600000,6111.41,6111.41,0.000104238
601000,6111.41,6111.41,0.000101783
602000,6111.41,6111.41,0.000103328
603000,6111.41,6111.41,0.000103211
604000,6111.41,6111.41,0.000104792
605000,6111.41,6111.41,0.000103149
606000,6111.41,6111.41,0.000103153
607000,6111.41,6111.41,0.000103591
608000,6111.41,6111.41,0.000105221
609000,6111.41,6111.41,0.000101692
610000,6111.41,6111.41,0.000103986
611000,6111.41,6111.41,0.000103004
612000,6111.41,6111.41,0.000102721
613000,6111.41,6111.41,0.000102034
614000,6111.41,6111.41,0.000104474
615000,6111.41,6111.41,0.000103576
616000,6111.41,6111.41,0.000102314
617000,6111.41,6111.41,0.000101931
618000,6111.41,6111.41,0.000100933
619000,6111.41,6111.41,0.000104642
620000,6111.41,6111.41,0.000101965
621000,6111.41,6111.41,0.000101162
622000,6111.41,6111.41,0.000103982
623000,6111.41,6111.41,0.000102542
624000,6111.41,6111.41,0.000101528
625000,6111.41,6111.41,0.000102045
626000,6111.41,6111.41,0.000102386
627000,6111.41,6111.41,0.000102226
628000,6111.41,6111.41,0.000102445
629000,6111.42,6111.42,0.000102403
630000,6111.42,6111.42,0.000101368
631000,6111.42,6111.42,0.000104201
632000,6111.42,6111.42,0.000107236
633000,6111.42,6111.42,0.000099542
634000,6111.42,6111.42,0.000103372
635000,6111.42,6111.42,0.000101705
636000,6111.42,6111.42,0.000101123
637000,6111.42,6111.42,0.000102535
638000,6111.42,6111.42,0.000100912
639000,6111.42,6111.42,0.000102589
640000,6111.42,6111.42,0.000103602
641000,6111.42,6111.42,0.000103131
642000,6111.42,6111.42,0.000103109
643000,6111.42,6111.42,0.00010036
644000,6111.42,6111.42,0.00010028
645000,6111.42,6111.42,0.000098947
646000,6111.42,6111.42,0.000098427
647000,6111.42,6111.42,0.000100692
648000,6111.42,6111.42,0.000116244
649000,6111.42,6111.42,0.000100082
650000,6111.42,6111.42,0.000101881
651000,6111.42,6111.42,0.000101358
652000,6111.42,6111.42,0.000102482
653000,6111.42,6111.42,0.000102228
654000,6111.42,6111.42,0.000100092
655000,6111.42,6111.42,0.000098568
656000,6111.42,6111.42,0.000091733
657000,6111.42,6111.42,0.000088128
658000,6111.42,6111.42,0.000102115
659000,6111.42,6111.42,0.000102558
660000,6111.42,6111.42,0.000101698
661000,6111.42,6111.42,0.000100747
662000,6111.42,6111.42,0.000106729
663000,6111.42,6111.42,0.000099866
664000,6111.42,6111.42,0.000088387
665000,6111.42,6111.42,0.000099795
666000,6111.42,6111.42,0.000101566
667000,6111.42,6111.43,0.000102438
668000,6111.43,6111.43,0.000100507
669000,6111.43,6111.43,0.000100125
670000,6111.43,6111.43,0.000100119
671000,6111.43,6111.43,0.000100626
672000,6111.43,6111.43,0.000102238
673000,6111.43,6111.43,0.000101597
674000,6111.43,6111.43,0.000099436
675000,6111.43,6111.43,0.000101353
676000,6111.43,6111.43,0.000099324
677000,6111.43,6111.43,0.00009975
678000,6111.43,6111.43,0.00010068
679000,6111.43,6111.43,0.000125419
680000,6111.43,6111.43,0.000100207
681000,6111.43,6111.43,0.000100871
682000,6111.43,6111.43,0.000101943
683000,6111.43,6111.43,0.000090266
684000,6111.43,6111.43,0.000098564
685000,6111.43,6111.43,0.000101653
686000,6111.43,6111.43,0.00010008
687000,6111.43,6111.43,0.000096812
688000,6111.43,6111.43,0.000098612
689000,6111.43,6111.43,0.000101524
690000,6111.43,6111.43,0.000099633
691000,6111.43,6111.43,0.000100962
692000,6111.43,6111.43,0.00010063
693000,6111.43,6111.43,0.000099635
694000,6111.43,6111.43,0.0000992
695000,6111.43,6111.43,0.000110161
696000,6111.43,6111.43,0.000101715
697000,6111.43,6111.43,0.000101048
698000,6111.43,6111.43,0.000101576
699000,6111.43,6111.43,0.000096603
700000,6111.43,6111.43,0.000085974
701000,6111.43,6111.43,0.000099619
702000,6111.43,6111.43,0.000100535
703000,6111.43,6111.43,0.000100123
704000,6111.43,6111.43,0.000099385
705000,6111.43,6111.43,0.000100246
706000,6111.43,6111.43,0.000100868
707000,6111.44,6111.44,0.000098145
708000,6111.44,6111.44,0.000099747
709000,6111.44,6111.44,0.000097483
710000,6111.44,6111.44,0.00010082
711000,6111.44,6111.44,0.000093694
712000,6111.44,6111.44,0.000099348
713000,6111.44,6111.44,0.000100362
714000,6111.44,6111.44,0.000100475
715000,6111.44,6111.44,0.000098239
716000,6111.44,6111.44,0.000099586
717000,6111.44,6111.44,0.000100217
718000,6111.44,6111.44,0.000094822
719000,6111.44,6111.44,0.000099333
720000,6111.44,6111.44,0.000097779
721000,6111.44,6111.44,0.000098194
722000,6111.44,6111.44,0.000098054
723000,6111.44,6111.44,0.000100647
724000,6111.44,6111.44,0.000100023
725000,6111.44,6111.44,0.000122897
726000,6111.44,6111.44,0.000099629
727000,6111.44,6111.44,0.00009756
728000,6111.44,6111.44,0.000098572
729000,6111.44,6111.44,0.000099815
730000,6111.44,6111.44,0.000098024
731000,6111.44,6111.44,0.000099822
732000,6111.44,6111.44,0.000098961
733000,6111.44,6111.44,0.000099928
734000,6111.44,6111.44,0.000097446
735000,6111.44,6111.44,0.000098916
736000,6111.44,6111.44,0.000097378
737000,6111.44,6111.44,0.000100087
738000,6111.44,6111.44,0.000098629
739000,6111.44,6111.44,0.000097362
740000,6111.44,6111.44,0.000097123
741000,6111.44,6111.44,0.000155042
742000,6111.44,6111.44,0.00009712
743000,6111.44,6111.44,0.000098515
744000,6111.44,6111.45,0.000158137
745000,6111.45,6111.45,0.000153136
746000,6111.45,6111.45,0.000154665
747000,6111.45,6111.45,0.000096221
748000,6111.45,6111.45,0.000156018
749000,6111.45,6111.45,0.00014912
750000,6111.45,6111.45,0.000094598
751000,6111.45,6111.45,0.000154321
752000,6111.45,6111.45,0.000094898
753000,6111.45,6111.45,0.000096639
754000,6111.45,6111.45,0.000097929
755000,6111.45,6111.45,0.000096102
756000,6111.45,6111.45,0.000154585
757000,6111.45,6111.45,0.000154104
758000,6111.45,6111.45,0.000095134
759000,6111.45,6111.45,0.000097556
760000,6111.45,6111.45,0.000096567
761000,6111.45,6111.45,0.000156607
762000,6111.45,6111.45,0.000096853
763000,6111.45,6111.45,0.000157612
764000,6111.45,6111.45,0.000095061
765000,6111.45,6111.45,0.000097521
766000,6111.45,6111.45,0.00015603
767000,6111.45,6111.45,0.000097389
768000,6111.45,6111.45,0.000155677
769000,6111.45,6111.45,0.000155093
770000,6111.45,6111.45,0.000156862
771000,6111.45,6111.45,0.000151987
772000,6111.45,6111.45,0.000154228
773000,6111.45,6111.45,0.000158202
774000,6111.45,6111.45,0.000100521
775000,6111.45,6111.45,0.000157126
776000,6111.45,6111.45,0.000099006
777000,6111.45,6111.45,0.000097753
778000,6111.45,6111.46,0.0001569
779000,6111.46,6111.46,0.000098134
780000,6111.46,6111.46,0.00015904
781000,6111.46,6111.46,0.000156042
782000,6111.46,6111.46,0.000154718
783000,6111.46,6111.46,0.00015607
784000,6111.46,6111.46,0.000098342
785000,6111.46,6111.46,0.000155066
786000,6111.46,6111.46,0.000158625
787000,6111.46,6111.46,0.000097984
788000,6111.46,6111.46,0.000157825
789000,6111.46,6111.46,0.000153484
790000,6111.46,6111.46,0.000156116
791000,6111.46,6111.46,0.000156571
792000,6111.46,6111.46,0.000155361
793000,6111.46,6111.46,0.000157821
794000,6111.46,6111.46,0.000145053
795000,6111.46,6111.46,0.000152947
796000,6111.46,6111.46,0.000155858
797000,6111.46,6111.46,0.000156565
798000,6111.46,6111.46,0.000157816
799000,6111.46,6111.46,0.000155375
800000,6111.46,6111.46,0.000156333
801000,6111.46,6111.46,0.000157578
802000,6111.46,6111.46,0.00015788
803000,6111.46,6111.46,0.000157392
804000,6111.46,6111.46,0.000155174
805000,6111.46,6111.46,0.000155754
806000,6111.46,6111.46,0.000155553
807000,6111.46,6111.46,0.0001609
808000,6111.46,6111.46,0.000153446
809000,6111.46,6111.46,0.000156267
810000,6111.46,6111.47,0.00015522
811000,6111.47,6111.47,0.000156254
812000,6111.47,6111.47,0.000153224
813000,6111.47,6111.47,0.000155158
814000,6111.47,6111.47,0.000156383
815000,6111.47,6111.47,0.000155715
816000,6111.47,6111.47,0.000157683
817000,6111.47,6111.47,0.000152129
818000,6111.47,6111.47,0.00015615
819000,6111.47,6111.47,0.000154901
820000,6111.47,6111.47,0.000155831
821000,6111.47,6111.47,0.000157395
822000,6111.47,6111.47,0.000156851
823000,6111.47,6111.47,0.000156481
824000,6111.47,6111.47,0.000155791
825000,6111.47,6111.47,0.000154711
826000,6111.47,6111.47,0.000154963
827000,6111.47,6111.47,0.000156822
828000,6111.47,6111.47,0.000155301
829000,6111.47,6111.47,0.000156256
830000,6111.47,6111.47,0.000154745
831000,6111.47,6111.47,0.000156445
832000,6111.47,6111.47,0.00039987
833000,6111.47,6111.47,0.000154792
834000,6111.47,6111.47,0.000156929
835000,6111.47,6111.47,0.000155184
836000,6111.47,6111.47,0.000157238
837000,6111.47,6111.47,0.000153844
838000,6111.47,6111.47,0.000154381
839000,6111.47,6111.47,0.000155026
840000,6111.47,6111.47,0.000152181
841000,6111.48,6111.48,0.000153595
842000,6111.48,6111.48,0.00015634
843000,6111.48,6111.48,0.000152888
844000,6111.48,6111.48,0.000166586
845000,6111.48,6111.48,0.000141331
846000,6111.48,6111.48,0.000155586
847000,6111.48,6111.48,0.000156078
848000,6111.48,6111.48,0.000155134
849000,6111.48,6111.48,0.000155448
850000,6111.48,6111.48,0.000148662
851000,6111.48,6111.48,0.000152814
852000,6111.48,6111.48,0.000154304
853000,6111.48,6111.48,0.000156112
854000,6111.48,6111.48,0.000154064
855000,6111.48,6111.48,0.000155657
856000,6111.48,6111.48,0.000155637
857000,6111.48,6111.48,0.000155475
858000,6111.48,6111.48,0.000156333
859000,6111.48,6111.48,0.000155136
860000,6111.48,6111.48,0.00015469
861000,6111.48,6111.48,0.000154771
862000,6111.48,6111.48,0.000154155
863000,6111.48,6111.48,0.000156448
864000,6111.48,6111.48,0.000152758
865000,6111.48,6111.48,0.000154135
866000,6111.48,6111.48,0.000154273
867000,6111.48,6111.48,0.000152729
868000,6111.48,6111.48,0.000447829
869000,6111.48,6111.48,0.000214787
870000,6111.48,6111.49,0.000158315
871000,6111.49,6111.49,0.000152314
872000,6111.49,6111.49,0.000154014
873000,6111.49,6111.49,0.000155066
874000,6111.49,6111.49,0.000209775
875000,6111.49,6111.49,0.000152616
876000,6111.49,6111.49,0.000154995
877000,6111.49,6111.49,0.00015338
878000,6111.49,6111.49,0.000152932
879000,6111.49,6111.49,0.000213379
880000,6111.49,6111.49,0.000151961
881000,6111.49,6111.49,0.000153887
882000,6111.49,6111.49,0.00020071
883000,6111.49,6111.49,0.000139607
884000,6111.49,6111.49,0.000155491
885000,6111.49,6111.49,0.000212051
886000,6111.49,6111.49,0.000153801
887000,6111.49,6111.49,0.000151794
888000,6111.49,6111.49,0.000154655
889000,6111.49,6111.49,0.000212553
890000,6111.49,6111.49,0.000153698
891000,6111.49,6111.49,0.000211172
892000,6111.49,6111.49,0.000151916
893000,6111.49,6111.49,0.000155074
894000,6111.49,6111.49,0.000213126
895000,6111.49,6111.49,0.000152535
896000,6111.49,6111.49,0.000212369
897000,6111.49,6111.49,0.00021186
898000,6111.49,6111.49,0.000213231
899000,6111.49,6111.5,0.000153625
900000,6111.5,6111.5,0.000213875
901000,6111.5,6111.5,0.00021376
902000,6111.5,6111.5,0.000181582
903000,6111.5,6111.5,0.000212006
904000,6111.5,6111.5,0.000152087
905000,6111.5,6111.5,0.00015025
906000,6111.5,6111.5,0.000212907
907000,6111.5,6111.5,0.000152959
908000,6111.5,6111.5,0.000210618
909000,6111.5,6111.5,0.000214943
910000,6111.5,6111.5,0.000211728
911000,6111.5,6111.5,0.000210794
912000,6111.5,6111.5,0.000181531
913000,6111.5,6111.5,0.000210715
914000,6111.5,6111.5,0.000213983
915000,6111.5,6111.5,0.000211816
916000,6111.5,6111.5,0.000212581
917000,6111.5,6111.5,0.000210714
918000,6111.5,6111.5,0.000210888
919000,6111.5,6111.5,0.000210836
920000,6111.5,6111.5,0.000211734
921000,6111.5,6111.5,0.000199354
922000,6111.5,6111.5,0.000211582
923000,6111.5,6111.5,0.00019452
924000,6111.5,6111.5,0.000213808
925000,6111.5,6111.51,0.000211669
926000,6111.51,6111.51,0.000212605
927000,6111.51,6111.51,0.000212098
928000,6111.51,6111.51,0.000199357
929000,6111.51,6111.51,0.000200539
930000,6111.51,6111.51,0.000215249
931000,6111.51,6111.51,0.000213441
932000,6111.51,6111.51,0.000214191
933000,6111.51,6111.51,0.000205783
934000,6111.51,6111.51,0.000199286
935000,6111.51,6111.51,0.00021261
936000,6111.51,6111.51,0.000198563
937000,6111.51,6111.51,0.000200123
938000,6111.51,6111.51,0.000214938
939000,6111.51,6111.51,0.000212911
940000,6111.51,6111.51,0.000211678
941000,6111.51,6111.51,0.000212647
942000,6111.51,6111.51,0.000209626
943000,6111.51,6111.51,0.000213277
944000,6111.51,6111.51,0.000214391
945000,6111.51,6111.51,0.000211981
946000,6111.51,6111.51,0.000213187
947000,6111.51,6111.51,0.000214677
948000,6111.51,6111.51,0.000212912
949000,6111.51,6111.51,0.00021259
950000,6111.51,6111.51,0.000211978
951000,6111.51,6111.52,0.000212043
952000,6111.52,6111.52,0.000210778
953000,6111.52,6111.52,0.000211251
954000,6111.52,6111.52,0.000385059
955000,6111.52,6111.52,0.000213018
956000,6111.52,6111.52,0.000214161
957000,6111.52,6111.52,0.000212708
958000,6111.52,6111.52,0.000211151
959000,6111.52,6111.52,0.000210626
960000,6111.52,6111.52,0.000211681
961000,6111.52,6111.52,0.000211559
962000,6111.52,6111.52,0.000213047
963000,6111.52,6111.52,0.000214386
964000,6111.52,6111.52,0.000220238
965000,6111.52,6111.52,0.000211921
966000,6111.52,6111.52,0.000212804
967000,6111.52,6111.52,0.000210835
968000,6111.52,6111.52,0.000214146
969000,6111.52,6111.52,0.000199329
970000,6111.52,6111.52,0.00021262
971000,6111.52,6111.52,0.000211581
972000,6111.52,6111.52,0.000212807
973000,6111.52,6111.52,0.00021203
974000,6111.52,6111.52,0.000212752
975000,6111.52,6111.52,0.000213158
976000,6111.52,6111.52,0.000212128
977000,6111.53,6111.53,0.000211087
978000,6111.53,6111.53,0.00021282
979000,6111.53,6111.53,0.00021154
980000,6111.53,6111.53,0.000213007
981000,6111.53,6111.53,0.000211487
982000,6111.53,6111.53,0.000211587
983000,6111.53,6111.53,0.000210478
984000,6111.53,6111.53,0.000209702
985000,6111.53,6111.53,0.000217837
986000,6111.53,6111.53,0.00021088
987000,6111.53,6111.53,0.000209824
988000,6111.53,6111.53,0.000211873
989000,6111.53,6111.53,0.000212598
990000,6111.53,6111.53,0.000211407
991000,6111.53,6111.53,0.000211459
992000,6111.53,6111.53,0.000200143
993000,6111.53,6111.53,0.000208132
994000,6111.53,6111.53,0.000200031
995000,6111.53,6111.53,0.000208727
996000,6111.53,6111.53,0.000211673
997000,6111.53,6111.53,0.000211128
998000,6111.53,6111.53,0.000207939
999000,6111.53,6111.53,0.000210053
1000000,6111.53,6111.53,0.00020812
